date,state,population,Stay_Home_Order,Status_of_Reopening,NonEss_Business_Closed,Gathering_Limit,Emergency_Declaration,Travel_Quarantine,Mask_Requirement,Statewide Face Mask Requirement,Restaurants,School_Closed
2020-12-07,IL,12587530,1,3,NA,7,1,0,2,NA,3,NA
2020-12-07,IN,6754953,1,3,5,5,1,0,2,NA,1,NA
2020-12-07,IA,3163561,0,3,5,5,1,0,2,NA,2,NA
2020-12-07,KS,2913805,1,1,5,1,1,3,2,NA,1,NA
2020-12-07,KY,4477251,1,3,NA,3,1,1,2,NA,2,NA
2020-12-07,LA,4645318,1,3,5,6,1,0,2,NA,2,NA
2020-12-07,ME,1350141,1,3,5,6,1,NA,2,NA,2,NA
2020-12-07,MD,6055802,1,3,5,1,1,1,2,NA,2,NA
2020-12-07,MA,6893574,2,3,NA,3,1,NA,2,NA,2,NA
2020-12-07,MI,9966555,1,3,NA,3,1,0,2,NA,3,NA
2020-12-07,MN,5657342,1,3,NA,7,1,0,2,NA,2,NA
2020-12-07,MS,2966786,1,3,5,5,1,0,1,NA,2,NA
2020-12-07,MO,6151548,1,1,5,1,1,0,0,NA,1,NA
2020-12-07,MT,1080577,1,3,5,5,1,1,2,NA,2,NA
2020-12-07,NE,1937552,0,3,0,1,1,2,1,NA,1,NA
2020-12-07,NV,3138259,1,3,NA,3,1,0,2,NA,2,NA
2020-12-07,NH,1366275,1,2,2,1,1,3,2,NA,1,NA
2020-12-07,NJ,8882371,1,3,2,3,1,1,2,NA,2,NA
2020-12-07,NM,2106319,1,3,NA,3,1,3,2,NA,3,NA
2020-12-07,NY,19336776,2,3,2,3,1,3,2,NA,2,NA
2020-12-07,NC,10600823,1,3,2,3,1,0,2,NA,2,NA
2020-12-07,ND,765309,0,3,5,6,1,1,2,NA,2,NA
2020-12-07,OH,11693217,1,3,5,3,1,1,2,NA,2,NA
2020-12-07,OK,3980783,1,3,5,1,1,1,0,NA,2,NA
2020-12-07,OR,4241507,1,3,NA,3,1,0,2,NA,3,NA
2020-12-07,PA,12783254,1,3,NA,1,1,NA,2,NA,2,NA
2020-12-07,RI,1057125,1,3,NA,7,1,3,2,NA,2,NA
2020-12-07,SC,5218040,1,3,5,1,1,1,2,NA,2,NA
2020-12-07,SD,892717,0,1,0,1,1,0,0,NA,0,NA
2020-12-07,TN,6886834,1,1,5,1,1,0,2,NA,1,NA
2020-12-07,TX,29360759,1,3,NA,3,1,1,2,NA,2,NA
2020-12-07,UT,3249879,1,3,0,1,1,1,2,NA,2,NA
2020-12-07,VT,623347,1,3,2,7,1,NA,2,NA,2,NA
2020-12-07,VA,8590563,1,3,5,5,1,0,2,NA,2,NA
2020-12-07,WA,7693612,1,3,NA,7,1,0,2,NA,3,NA
2020-12-07,WV,1784787,1,3,2,5,1,1,2,NA,2,NA
2020-12-07,WI,5832655,1,1,5,1,1,0,2,NA,1,NA
2020-12-07,WY,582328,0,3,0,5,1,1,2,NA,1,NA
2020-12-08,AL,4921532,1,2,5,1,1,0,2,NA,1,NA
2020-12-08,AK,731158,1,1,5,1,1,NA,1,NA,1,NA
2020-12-08,AZ,7421401,1,3,NA,6,1,1,2,NA,2,NA
2020-12-08,AR,3030522,0,2,0,1,1,1,2,NA,2,NA
2020-12-08,CA,39368078,NA,3,NA,7,1,0,2,NA,2,NA
2020-12-08,CO,5807719,1,3,2,3,1,0,2,NA,2,NA
2020-12-08,CT,3557006,1,3,NA,3,1,3,2,NA,2,NA
2020-12-08,DE,986809,1,3,2,3,1,1,2,NA,2,NA
2020-12-08,DC,712816,1,3,NA,3,1,3,2,NA,2,NA
2020-12-08,FL,21733312,1,1,5,1,1,1,0,NA,1,NA
2020-12-08,GA,10710017,2,2,5,6,1,0,2,NA,1,NA
2020-12-08,HI,1407006,1,3,2,3,1,NA,2,NA,2,NA
2020-12-08,ID,1826913,1,3,5,3,1,1,1,NA,2,NA
2020-12-08,IL,12587530,1,3,NA,7,1,0,2,NA,3,NA
2020-12-08,IN,6754953,1,3,5,5,1,0,2,NA,1,NA
2020-12-08,IA,3163561,0,3,5,5,1,0,2,NA,2,NA
2020-12-08,KS,2913805,1,1,5,1,1,3,2,NA,1,NA
2020-12-08,KY,4477251,1,3,NA,3,1,1,2,NA,2,NA
2020-12-08,LA,4645318,1,3,5,6,1,0,2,NA,2,NA
2020-12-08,ME,1350141,1,3,5,6,1,NA,2,NA,2,NA
2020-12-08,MD,6055802,1,3,5,1,1,1,2,NA,2,NA
2020-12-08,MA,6893574,2,3,NA,3,1,NA,2,NA,2,NA
2020-12-08,MI,9966555,1,3,NA,3,1,0,2,NA,3,NA
2020-12-08,MN,5657342,1,3,NA,7,1,0,2,NA,2,NA
2020-12-08,MS,2966786,1,3,5,5,1,0,1,NA,2,NA
2020-12-08,MO,6151548,1,1,5,1,1,0,0,NA,1,NA
2020-12-08,MT,1080577,1,3,5,5,1,1,2,NA,2,NA
2020-12-08,NE,1937552,0,3,0,1,1,2,1,NA,1,NA
2020-12-08,NV,3138259,1,3,NA,3,1,0,2,NA,2,NA
2020-12-08,NH,1366275,1,2,2,1,1,3,2,NA,1,NA
2020-12-08,NJ,8882371,1,3,2,3,1,1,2,NA,2,NA
2020-12-08,NM,2106319,1,3,NA,3,1,3,2,NA,3,NA
2020-12-08,NY,19336776,2,3,2,3,1,3,2,NA,2,NA
2020-12-08,NC,10600823,1,3,2,3,1,0,2,NA,2,NA
2020-12-08,ND,765309,0,3,5,6,1,1,2,NA,2,NA
2020-12-08,OH,11693217,1,3,5,3,1,1,2,NA,2,NA
2020-12-08,OK,3980783,1,3,5,1,1,1,0,NA,2,NA
2020-12-08,OR,4241507,1,3,NA,3,1,0,2,NA,3,NA
2020-12-08,PA,12783254,1,3,NA,1,1,NA,2,NA,2,NA
2020-12-08,RI,1057125,1,3,NA,7,1,3,2,NA,2,NA
2020-12-08,SC,5218040,1,3,5,1,1,1,2,NA,2,NA
2020-12-08,SD,892717,0,1,0,1,1,0,0,NA,0,NA
2020-12-08,TN,6886834,1,1,5,1,1,0,2,NA,1,NA
2020-12-08,TX,29360759,1,3,NA,3,1,1,2,NA,2,NA
2020-12-08,UT,3249879,1,3,0,1,1,1,2,NA,2,NA
2020-12-08,VT,623347,1,3,2,7,1,NA,2,NA,2,NA
2020-12-08,VA,8590563,1,3,5,5,1,0,2,NA,2,NA
2020-12-08,WA,7693612,1,3,NA,7,1,0,2,NA,3,NA
2020-12-08,WV,1784787,1,3,2,5,1,1,2,NA,2,NA
2020-12-08,WI,5832655,1,1,5,1,1,0,2,NA,1,NA
2020-12-08,WY,582328,0,3,0,5,1,1,2,NA,1,NA
2020-12-09,AL,4921532,1,2,5,1,1,0,2,NA,1,NA
2020-12-09,AK,731158,1,1,5,1,1,NA,1,NA,1,NA
2020-12-09,AZ,7421401,1,3,NA,6,1,1,2,NA,2,NA
2020-12-09,AR,3030522,0,2,0,1,1,1,2,NA,2,NA
2020-12-09,CA,39368078,NA,3,NA,7,1,0,2,NA,2,NA
2020-12-09,CO,5807719,1,3,2,3,1,0,2,NA,2,NA
2020-12-09,CT,3557006,1,3,NA,3,1,3,2,NA,2,NA
2020-12-09,DE,986809,1,3,2,3,1,1,2,NA,2,NA
2020-12-09,DC,712816,1,3,NA,3,1,3,2,NA,2,NA
2020-12-09,FL,21733312,1,1,5,1,1,1,0,NA,1,NA
2020-12-09,GA,10710017,2,2,5,6,1,0,2,NA,1,NA
2020-12-09,HI,1407006,1,3,2,3,1,NA,2,NA,2,NA
2020-12-09,ID,1826913,1,3,5,3,1,1,1,NA,2,NA
2020-12-09,IL,12587530,1,3,NA,7,1,0,2,NA,3,NA
2020-12-09,IN,6754953,1,3,5,5,1,0,2,NA,1,NA
2020-12-09,IA,3163561,0,3,5,5,1,0,2,NA,2,NA
2020-12-09,KS,2913805,1,1,5,1,1,3,2,NA,1,NA
2020-12-09,KY,4477251,1,3,NA,3,1,1,2,NA,2,NA
2020-12-09,LA,4645318,1,3,5,6,1,0,2,NA,2,NA
2020-12-09,ME,1350141,1,3,5,6,1,NA,2,NA,2,NA
2020-12-09,MD,6055802,1,3,5,1,1,1,2,NA,2,NA
2020-12-09,MA,6893574,2,3,NA,3,1,NA,2,NA,2,NA
2020-12-09,MI,9966555,1,3,NA,3,1,0,2,NA,3,NA
2020-12-09,MN,5657342,1,3,NA,7,1,0,2,NA,2,NA
2020-12-09,MS,2966786,1,3,5,5,1,0,1,NA,2,NA
2020-12-09,MO,6151548,1,1,5,1,1,0,0,NA,1,NA
2020-12-09,MT,1080577,1,3,5,5,1,1,2,NA,2,NA
2020-12-09,NE,1937552,0,3,0,1,1,2,1,NA,1,NA
2020-12-09,NV,3138259,1,3,NA,3,1,0,2,NA,2,NA
2020-12-09,NH,1366275,1,2,2,1,1,3,2,NA,1,NA
2020-12-09,NJ,8882371,1,3,2,3,1,1,2,NA,2,NA
2020-12-09,NM,2106319,1,3,NA,3,1,3,2,NA,3,NA
2020-12-09,NY,19336776,2,3,2,3,1,3,2,NA,2,NA
2020-12-09,NC,10600823,1,3,2,3,1,0,2,NA,2,NA
2020-12-09,ND,765309,0,3,5,6,1,1,2,NA,2,NA
2020-12-09,OH,11693217,NA,3,5,3,1,1,2,NA,2,NA
2020-12-09,OK,3980783,1,3,5,1,1,1,0,NA,2,NA
2020-12-09,OR,4241507,1,3,NA,3,1,0,2,NA,3,NA
2020-12-09,PA,12783254,1,3,NA,1,1,NA,2,NA,2,NA
2020-12-09,RI,1057125,1,3,NA,7,1,3,2,NA,2,NA
2020-12-09,SC,5218040,1,3,5,1,1,1,2,NA,2,NA
2020-12-09,SD,892717,0,1,0,1,1,0,0,NA,0,NA
2020-12-09,TN,6886834,1,1,5,1,1,0,2,NA,1,NA
2020-12-09,TX,29360759,1,3,NA,3,1,1,2,NA,2,NA
2020-12-09,UT,3249879,1,3,0,1,1,1,2,NA,2,NA
2020-12-09,VT,623347,1,3,2,7,1,NA,2,NA,2,NA
2020-12-09,VA,8590563,1,3,5,5,1,0,2,NA,2,NA
2020-12-09,WA,7693612,1,3,NA,7,1,0,2,NA,3,NA
2020-12-09,WV,1784787,1,3,2,5,1,1,2,NA,2,NA
2020-12-09,WI,5832655,1,1,5,1,1,0,2,NA,1,NA
2020-12-09,WY,582328,0,3,0,3,1,1,2,NA,2,NA
2020-12-10,AL,4921532,1,2,5,1,1,0,2,NA,1,NA
2020-12-10,AK,731158,1,1,5,1,1,NA,1,NA,1,NA
2020-12-10,AZ,7421401,1,3,NA,6,1,1,2,NA,2,NA
2020-12-10,AR,3030522,0,2,0,1,1,1,2,NA,2,NA
2020-12-10,CA,39368078,NA,3,NA,7,1,0,2,NA,2,NA
2020-12-10,CO,5807719,1,3,2,3,1,0,2,NA,2,NA
2020-12-10,CT,3557006,1,3,NA,3,1,3,2,NA,2,NA
2020-12-10,DE,986809,1,3,2,3,1,1,2,NA,2,NA
2020-12-10,DC,712816,1,3,NA,3,1,3,2,NA,2,NA
2020-12-10,FL,21733312,1,1,5,1,1,1,0,NA,1,NA
2020-12-10,GA,10710017,2,2,5,6,1,0,2,NA,1,NA
2020-12-10,HI,1407006,1,3,2,3,1,NA,2,NA,2,NA
2020-12-10,ID,1826913,1,3,5,3,1,1,1,NA,2,NA
2020-12-10,IL,12587530,1,3,NA,7,1,0,2,NA,3,NA
2020-12-10,IN,6754953,1,3,5,5,1,0,2,NA,1,NA
2020-12-10,IA,3163561,0,3,5,5,1,0,2,NA,2,NA
2020-12-10,KS,2913805,1,1,5,1,1,3,2,NA,1,NA
2020-12-10,KY,4477251,1,3,NA,3,1,1,2,NA,2,NA
2020-12-10,LA,4645318,1,3,5,6,1,0,2,NA,2,NA
2020-12-10,ME,1350141,1,3,5,6,1,NA,2,NA,2,NA
2020-12-10,MD,6055802,1,3,5,1,1,1,2,NA,2,NA
2020-12-10,MA,6893574,2,3,NA,3,1,NA,2,NA,2,NA
2020-12-10,MI,9966555,1,3,NA,3,1,0,2,NA,3,NA
2020-12-10,MN,5657342,1,3,NA,7,1,0,2,NA,2,NA
2020-12-10,MS,2966786,1,3,5,5,1,0,1,NA,2,NA
2020-12-10,MO,6151548,1,1,5,1,1,0,0,NA,1,NA
2020-12-10,MT,1080577,1,3,5,5,1,1,2,NA,2,NA
2020-12-10,NE,1937552,0,3,0,1,1,2,1,NA,1,NA
2020-12-10,NV,3138259,1,3,NA,3,1,0,2,NA,2,NA
2020-12-10,NH,1366275,1,2,2,1,1,3,2,NA,1,NA
2020-12-10,NJ,8882371,1,3,2,3,1,1,2,NA,2,NA
2020-12-10,NM,2106319,1,3,NA,3,1,3,2,NA,3,NA
2020-12-10,NY,19336776,2,3,2,3,1,3,2,NA,2,NA
2020-12-10,NC,10600823,1,3,2,3,1,0,2,NA,2,NA
2020-12-10,ND,765309,0,3,5,6,1,1,2,NA,2,NA
2020-12-10,OH,11693217,NA,3,5,3,1,1,2,NA,2,NA
2020-12-10,OK,3980783,1,3,5,1,1,1,0,NA,2,NA
2020-12-10,OR,4241507,1,3,NA,3,1,0,2,NA,3,NA
2020-12-10,PA,12783254,1,3,NA,1,1,NA,2,NA,2,NA
2020-12-10,RI,1057125,1,3,NA,7,1,3,2,NA,2,NA
2020-12-10,SC,5218040,1,3,5,1,1,1,2,NA,2,NA
2020-12-10,SD,892717,0,1,0,1,1,0,0,NA,0,NA
2020-12-10,TN,6886834,1,1,5,1,1,0,2,NA,1,NA
2020-12-10,TX,29360759,1,3,NA,3,1,1,2,NA,2,NA
2020-12-10,UT,3249879,1,3,0,1,1,1,2,NA,2,NA
2020-12-10,VT,623347,1,3,2,7,1,NA,2,NA,2,NA
2020-12-10,VA,8590563,1,3,5,5,1,0,2,NA,2,NA
2020-12-10,WA,7693612,1,3,NA,7,1,0,2,NA,3,NA
2020-12-10,WV,1784787,1,3,2,5,1,1,2,NA,2,NA
2020-12-10,WI,5832655,1,1,5,1,1,0,2,NA,1,NA
2020-12-10,WY,582328,0,3,0,3,1,1,2,NA,2,NA
2020-12-11,AL,4921532,1,2,5,1,1,0,2,NA,1,NA
2020-12-11,AK,731158,1,1,5,1,1,NA,1,NA,1,NA
2020-12-11,AZ,7421401,1,3,NA,6,1,1,2,NA,2,NA
2020-12-11,AR,3030522,0,2,0,1,1,1,2,NA,2,NA
2020-12-11,CA,39368078,NA,3,NA,7,1,0,2,NA,2,NA
2020-12-11,CO,5807719,1,3,2,3,1,0,2,NA,2,NA
2020-12-11,CT,3557006,1,3,NA,3,1,3,2,NA,2,NA
2020-12-11,DE,986809,1,3,2,3,1,1,2,NA,2,NA
2020-12-11,DC,712816,1,3,NA,3,1,3,2,NA,2,NA
2020-12-11,FL,21733312,1,1,5,1,1,1,0,NA,1,NA
2020-12-11,GA,10710017,2,2,5,6,1,0,2,NA,1,NA
2020-12-11,HI,1407006,1,3,2,3,1,NA,2,NA,2,NA
2020-12-11,ID,1826913,1,3,5,3,1,1,1,NA,2,NA
2020-12-11,IL,12587530,1,3,NA,7,1,0,2,NA,3,NA
2020-12-11,IN,6754953,1,3,5,5,1,0,2,NA,1,NA
2020-12-11,IA,3163561,0,3,5,5,1,0,2,NA,2,NA
2020-12-11,KS,2913805,1,1,5,1,1,3,2,NA,1,NA
2020-12-11,KY,4477251,1,3,NA,3,1,1,2,NA,2,NA
2020-12-11,LA,4645318,1,3,5,6,1,0,2,NA,2,NA
2020-12-11,ME,1350141,1,3,5,6,1,NA,2,NA,2,NA
2020-12-11,MD,6055802,1,3,5,1,1,1,2,NA,2,NA
2020-12-11,MA,6893574,2,3,NA,3,1,NA,2,NA,2,NA
2020-12-11,MI,9966555,1,3,NA,3,1,0,2,NA,3,NA
2020-12-11,MN,5657342,1,3,NA,7,1,0,2,NA,2,NA
2020-12-11,MS,2966786,1,3,5,3,1,0,2,NA,2,NA
2020-12-11,MO,6151548,1,1,5,1,1,0,0,NA,1,NA
2020-12-11,MT,1080577,1,3,5,5,1,1,2,NA,2,NA
2020-12-11,NE,1937552,0,3,0,1,1,2,1,NA,1,NA
2020-12-11,NV,3138259,1,3,NA,3,1,0,2,NA,2,NA
2020-12-11,NH,1366275,1,2,2,1,1,3,2,NA,1,NA
2020-12-11,NJ,8882371,1,3,2,3,1,1,2,NA,2,NA
2020-12-11,NM,2106319,1,3,NA,3,1,3,2,NA,3,NA
2020-12-11,NY,19336776,2,3,2,3,1,3,2,NA,2,NA
2020-12-11,NC,10600823,NA,3,NA,3,1,0,2,NA,2,NA
2020-12-11,ND,765309,0,3,5,6,1,1,2,NA,2,NA
2020-12-11,OH,11693217,NA,3,5,3,1,1,2,NA,2,NA
2020-12-11,OK,3980783,1,3,5,1,1,1,0,NA,2,NA
2020-12-11,OR,4241507,1,3,NA,3,1,0,2,NA,3,NA
2020-12-11,PA,12783254,1,3,NA,3,1,NA,2,NA,3,NA
2020-12-11,RI,1057125,1,3,NA,7,1,3,2,NA,2,NA
2020-12-11,SC,5218040,1,3,5,1,1,1,2,NA,2,NA
2020-12-11,SD,892717,0,1,0,1,1,0,0,NA,0,NA
2020-12-11,TN,6886834,1,1,5,1,1,0,2,NA,1,NA
2020-12-11,TX,29360759,1,3,NA,3,1,1,2,NA,2,NA
2020-12-11,UT,3249879,1,3,0,1,1,1,2,NA,2,NA
2020-12-11,VT,623347,1,3,2,7,1,NA,2,NA,2,NA
2020-12-11,VA,8590563,1,3,5,5,1,0,2,NA,2,NA
2020-12-11,WA,7693612,1,3,NA,7,1,0,2,NA,3,NA
2020-12-11,WV,1784787,1,3,2,5,1,1,2,NA,2,NA
2020-12-11,WI,5832655,1,1,5,1,1,0,2,NA,1,NA
2020-12-11,WY,582328,0,3,0,3,1,1,2,NA,2,NA
2020-12-12,AL,4921532,1,2,5,1,1,0,2,NA,1,NA
2020-12-12,AK,731158,1,1,5,1,1,NA,1,NA,1,NA
2020-12-12,AZ,7421401,1,3,NA,6,1,1,2,NA,2,NA
2020-12-12,AR,3030522,0,2,0,1,1,1,2,NA,2,NA
2020-12-12,CA,39368078,NA,3,NA,7,1,0,2,NA,2,NA
2020-12-12,CO,5807719,1,3,2,3,1,0,2,NA,2,NA
2020-12-12,CT,3557006,1,3,NA,3,1,3,2,NA,2,NA
2020-12-12,DE,986809,1,3,2,3,1,1,2,NA,2,NA
2020-12-12,DC,712816,1,3,NA,3,1,3,2,NA,2,NA
2020-12-12,FL,21733312,1,1,5,1,1,1,0,NA,1,NA
2020-12-12,GA,10710017,2,2,5,6,1,0,2,NA,1,NA
2020-12-12,HI,1407006,1,3,2,3,1,NA,2,NA,2,NA
2020-12-12,ID,1826913,1,3,5,3,1,1,1,NA,2,NA
2020-12-12,IL,12587530,1,3,NA,7,1,0,2,NA,3,NA
2020-12-12,IN,6754953,1,3,5,5,1,0,2,NA,1,NA
2020-12-12,IA,3163561,0,3,5,5,1,0,2,NA,2,NA
2020-12-12,KS,2913805,1,1,5,1,1,3,2,NA,1,NA
2020-12-12,KY,4477251,1,3,NA,3,1,1,2,NA,2,NA
2020-12-12,LA,4645318,1,3,5,6,1,0,2,NA,2,NA
2020-12-12,ME,1350141,1,3,5,6,1,NA,2,NA,2,NA
2020-12-12,MD,6055802,1,3,5,1,1,1,2,NA,2,NA
2020-12-12,MA,6893574,2,3,NA,3,1,NA,2,NA,2,NA
2020-12-12,MI,9966555,1,3,NA,3,1,0,2,NA,3,NA
2020-12-12,MN,5657342,1,3,NA,7,1,0,2,NA,2,NA
2020-12-12,MS,2966786,1,3,5,3,1,0,2,NA,2,NA
2020-12-12,MO,6151548,1,1,5,1,1,0,0,NA,1,NA
2020-12-12,MT,1080577,1,3,5,5,1,1,2,NA,2,NA
2020-12-12,NE,1937552,0,3,0,1,1,2,1,NA,1,NA
2020-12-12,NV,3138259,1,3,NA,3,1,0,2,NA,2,NA
2020-12-12,NH,1366275,1,2,2,1,1,3,2,NA,1,NA
2020-12-12,NJ,8882371,1,3,2,3,1,1,2,NA,2,NA
2020-12-12,NM,2106319,1,3,NA,3,1,3,2,NA,3,NA
2020-12-12,NY,19336776,2,3,2,3,1,3,2,NA,2,NA
2020-12-12,NC,10600823,NA,3,NA,3,1,0,2,NA,2,NA
2020-12-12,ND,765309,0,3,5,6,1,1,2,NA,2,NA
2020-12-12,OH,11693217,NA,3,5,3,1,1,2,NA,2,NA
2020-12-12,OK,3980783,1,3,5,1,1,1,0,NA,2,NA
2020-12-12,OR,4241507,1,3,NA,3,1,0,2,NA,3,NA
2020-12-12,PA,12783254,1,3,NA,3,1,NA,2,NA,3,NA
2020-12-12,RI,1057125,1,3,NA,7,1,3,2,NA,2,NA
2020-12-12,SC,5218040,1,3,5,1,1,1,2,NA,2,NA
2020-12-12,SD,892717,0,1,0,1,1,0,0,NA,0,NA
2020-12-12,TN,6886834,1,1,5,1,1,0,2,NA,1,NA
2020-12-12,TX,29360759,1,3,NA,3,1,1,2,NA,2,NA
2020-12-12,UT,3249879,1,3,0,1,1,1,2,NA,2,NA
2020-12-12,VT,623347,1,3,2,7,1,NA,2,NA,2,NA
2020-12-12,VA,8590563,1,3,5,5,1,0,2,NA,2,NA
2020-12-12,WA,7693612,1,3,NA,7,1,0,2,NA,3,NA
2020-12-12,WV,1784787,1,3,2,5,1,1,2,NA,2,NA
2020-12-12,WI,5832655,1,1,5,1,1,0,2,NA,1,NA
2020-12-12,WY,582328,0,3,0,3,1,1,2,NA,2,NA
2020-12-13,AL,4921532,1,2,5,1,1,0,2,NA,1,NA
2020-12-13,AK,731158,1,1,5,1,1,NA,1,NA,1,NA
2020-12-13,AZ,7421401,1,3,NA,6,1,1,2,NA,2,NA
2020-12-13,AR,3030522,0,2,0,1,1,1,2,NA,2,NA
2020-12-13,CA,39368078,NA,3,NA,7,1,0,2,NA,2,NA
2020-12-13,CO,5807719,1,3,2,3,1,0,2,NA,2,NA
2020-12-13,CT,3557006,1,3,NA,3,1,3,2,NA,2,NA
2020-12-13,DE,986809,1,3,2,3,1,1,2,NA,2,NA
2020-12-13,DC,712816,1,3,NA,3,1,3,2,NA,2,NA
2020-12-13,FL,21733312,1,1,5,1,1,1,0,NA,1,NA
2020-12-13,GA,10710017,2,2,5,6,1,0,2,NA,1,NA
2020-12-13,HI,1407006,1,3,2,3,1,NA,2,NA,2,NA
2020-12-13,ID,1826913,1,3,5,3,1,1,1,NA,2,NA
2020-12-13,IL,12587530,1,3,NA,7,1,0,2,NA,3,NA
2020-12-13,IN,6754953,1,3,5,5,1,0,2,NA,1,NA
2020-12-13,IA,3163561,0,3,5,5,1,0,2,NA,2,NA
2020-12-13,KS,2913805,1,1,5,1,1,3,2,NA,1,NA
2020-12-13,KY,4477251,1,3,NA,3,1,1,2,NA,2,NA
2020-12-13,LA,4645318,1,3,5,6,1,0,2,NA,2,NA
2020-12-13,ME,1350141,1,3,5,6,1,NA,2,NA,2,NA
2020-12-13,MD,6055802,1,3,5,1,1,1,2,NA,2,NA
2020-12-13,MA,6893574,2,3,NA,3,1,NA,2,NA,2,NA
2020-12-13,MI,9966555,1,3,NA,3,1,0,2,NA,3,NA
2020-12-13,MN,5657342,1,3,NA,7,1,0,2,NA,2,NA
2020-12-13,MS,2966786,1,3,5,3,1,0,2,NA,2,NA
2020-12-13,MO,6151548,1,1,5,1,1,0,0,NA,1,NA
2020-12-13,MT,1080577,1,3,5,5,1,1,2,NA,2,NA
2020-12-13,NE,1937552,0,3,0,1,1,2,1,NA,1,NA
2020-12-13,NV,3138259,1,3,NA,3,1,0,2,NA,2,NA
2020-12-13,NH,1366275,1,2,2,1,1,3,2,NA,1,NA
2020-12-13,NJ,8882371,1,3,2,3,1,1,2,NA,2,NA
2020-12-13,NM,2106319,1,3,NA,3,1,3,2,NA,3,NA
2020-12-13,NY,19336776,2,3,2,3,1,3,2,NA,2,NA
2020-12-13,NC,10600823,NA,3,NA,3,1,0,2,NA,2,NA
2020-12-13,ND,765309,0,3,5,6,1,1,2,NA,2,NA
2020-12-13,OH,11693217,NA,3,5,3,1,1,2,NA,2,NA
2020-12-13,OK,3980783,1,3,5,1,1,1,0,NA,2,NA
2020-12-13,OR,4241507,1,3,NA,3,1,0,2,NA,3,NA
2020-12-13,PA,12783254,1,3,NA,3,1,NA,2,NA,3,NA
2020-12-13,RI,1057125,1,3,NA,7,1,3,2,NA,2,NA
2020-12-13,SC,5218040,1,3,5,1,1,1,2,NA,2,NA
2020-12-13,SD,892717,0,1,0,1,1,0,0,NA,0,NA
2020-12-13,TN,6886834,1,1,5,1,1,0,2,NA,1,NA
2020-12-13,TX,29360759,1,3,NA,3,1,1,2,NA,2,NA
2020-12-13,UT,3249879,1,3,0,1,1,1,2,NA,2,NA
2020-12-13,VT,623347,1,3,2,7,1,NA,2,NA,2,NA
2020-12-13,VA,8590563,1,3,5,5,1,0,2,NA,2,NA
2020-12-13,WA,7693612,1,3,NA,7,1,0,2,NA,3,NA
2020-12-13,WV,1784787,1,3,2,5,1,1,2,NA,2,NA
2020-12-13,WI,5832655,1,1,5,1,1,0,2,NA,1,NA
2020-12-13,WY,582328,0,3,0,3,1,1,2,NA,2,NA
2020-12-14,AL,4921532,1,2,5,1,1,0,2,NA,1,NA
2020-12-14,AK,731158,1,1,5,1,1,NA,1,NA,1,NA
2020-12-14,AZ,7421401,1,3,NA,6,1,1,2,NA,2,NA
2020-12-14,AR,3030522,0,2,0,1,1,1,2,NA,2,NA
2020-12-14,CA,39368078,NA,3,NA,7,1,0,2,NA,2,NA
2020-12-14,CO,5807719,1,3,2,3,1,0,2,NA,2,NA
2020-12-14,CT,3557006,1,3,NA,3,1,3,2,NA,2,NA
2020-12-14,DE,986809,1,3,2,3,1,1,2,NA,2,NA
2020-12-14,DC,712816,1,3,NA,3,1,3,2,NA,2,NA
2020-12-14,FL,21733312,1,1,5,1,1,1,0,NA,1,NA
2020-12-14,GA,10710017,2,2,5,6,1,0,2,NA,1,NA
2020-12-14,HI,1407006,1,3,2,3,1,NA,2,NA,2,NA
2020-12-14,ID,1826913,1,3,5,3,1,1,1,NA,2,NA
2020-12-14,IL,12587530,1,3,NA,7,1,0,2,NA,3,NA
2020-12-14,IN,6754953,1,3,5,5,1,0,2,NA,1,NA
2020-12-14,IA,3163561,0,3,5,5,1,0,2,NA,2,NA
2020-12-14,KS,2913805,1,1,5,1,1,3,2,NA,1,NA
2020-12-14,KY,4477251,1,3,NA,3,1,1,2,NA,2,NA
2020-12-14,LA,4645318,1,3,5,6,1,0,2,NA,2,NA
2020-12-14,ME,1350141,1,3,5,6,1,NA,2,NA,2,NA
2020-12-14,MD,6055802,1,3,5,1,1,1,2,NA,2,NA
2020-12-14,MA,6893574,2,3,NA,3,1,NA,2,NA,2,NA
2020-12-14,MI,9966555,1,3,NA,3,1,0,2,NA,3,NA
2020-12-14,MN,5657342,1,3,NA,7,1,0,2,NA,2,NA
2020-12-14,MS,2966786,1,3,5,3,1,0,2,NA,2,NA
2020-12-14,MO,6151548,1,1,5,1,1,0,0,NA,1,NA
2020-12-14,MT,1080577,1,3,5,5,1,1,2,NA,2,NA
2020-12-14,NE,1937552,0,3,0,1,1,2,1,NA,1,NA
2020-12-14,NV,3138259,1,3,NA,3,1,0,2,NA,2,NA
2020-12-14,NH,1366275,1,2,2,1,1,3,2,NA,1,NA
2020-12-14,NJ,8882371,1,3,2,3,1,1,2,NA,2,NA
2020-12-14,NM,2106319,1,3,NA,3,1,3,2,NA,3,NA
2020-12-14,NY,19336776,2,3,2,3,1,3,2,NA,2,NA
2020-12-14,NC,10600823,NA,3,NA,3,1,0,2,NA,2,NA
2020-12-14,ND,765309,0,3,5,6,1,1,2,NA,2,NA
2020-12-14,OH,11693217,NA,3,5,3,1,1,2,NA,2,NA
2020-12-14,OK,3980783,1,3,5,1,1,1,0,NA,2,NA
