Location,Date,Stay_Home_Order,Status_of_Reopening,NonEss_Business_Closed,Gathering_Limit,Emergency_Declaration,Travel_Quarantine,Restaurants,School_Closed,Mask_Requirement
Texas,2020-12-28,1,3,3,5,1,1,2,NA,3
Utah,2020-12-28,1,3,0,1,1,1,1,NA,3
Vermont,2020-12-28,1,3,2,7,1,5,2,NA,3
Virginia,2020-12-28,3,3,2,5,1,0,2,NA,3
Washington,2020-12-28,1,3,3,7,1,2,3,NA,3
West Virginia,2020-12-28,1,3,2,3,1,1,2,NA,3
Wisconsin,2020-12-28,1,1,NA,1,1,0,1,NA,3
Wyoming,2020-12-28,0,3,0,5,1,1,2,NA,3
Alabama,2020-12-29,1,2,2,1,1,0,1,NA,3
Alaska,2020-12-29,1,1,NA,1,1,5,1,NA,2
Arizona,2020-12-29,1,3,3,2,1,1,2,NA,2
Arkansas,2020-12-29,0,2,0,1,1,1,2,NA,3
California,2020-12-29,4,3,3,7,1,0,2,NA,3
Colorado,2020-12-29,1,3,2,5,1,0,2,NA,3
Connecticut,2020-12-29,1,3,3,5,1,4,2,NA,3
Delaware,2020-12-29,1,3,3,5,1,1,2,NA,3
District of Columbia,2020-12-29,1,3,3,5,1,4,3,NA,3
Florida,2020-12-29,1,1,NA,1,1,1,1,NA,0
Georgia,2020-12-29,2,2,NA,2,1,0,1,NA,2
Hawaii,2020-12-29,1,3,2,5,1,5,2,NA,3
Idaho,2020-12-29,1,3,NA,5,1,1,2,NA,2
Illinois,2020-12-29,1,3,3,7,1,0,3,NA,3
Indiana,2020-12-29,1,3,NA,3,1,0,1,NA,3
Iowa,2020-12-29,0,1,NA,1,1,0,1,NA,3
Kansas,2020-12-29,1,1,NA,1,1,4,1,NA,3
Kentucky,2020-12-29,1,3,3,1,1,1,2,NA,3
Louisiana,2020-12-29,1,3,2,2,1,0,2,NA,3
Maine,2020-12-29,1,3,2,2,1,5,2,NA,3
Maryland,2020-12-29,1,3,2,1,1,5,2,NA,3
Massachusetts,2020-12-29,2,3,3,5,1,5,2,NA,3
Michigan,2020-12-29,1,3,3,5,1,0,3,NA,3
Minnesota,2020-12-29,1,3,3,5,1,0,3,NA,3
Mississippi,2020-12-29,1,3,NA,5,1,0,2,NA,3
Missouri,2020-12-29,1,1,NA,1,1,0,1,NA,0
Montana,2020-12-29,1,3,2,3,1,1,2,NA,3
Nebraska,2020-12-29,0,3,0,1,1,2,1,NA,2
Nevada,2020-12-29,1,3,3,5,1,0,2,NA,3
New Hampshire,2020-12-29,1,2,2,1,1,4,1,NA,3
New Jersey,2020-12-29,1,3,2,5,1,1,2,NA,3
New Mexico,2020-12-29,1,3,3,5,1,4,3,NA,3
New York,2020-12-29,2,3,2,5,1,4,2,NA,3
North Carolina,2020-12-29,3,3,3,5,1,0,2,NA,3
North Dakota,2020-12-29,0,3,NA,2,1,1,2,NA,3
Ohio,2020-12-29,3,3,NA,5,1,1,2,NA,3
Oklahoma,2020-12-29,1,3,NA,1,1,1,2,NA,0
Oregon,2020-12-29,1,3,3,5,1,0,3,NA,3
Pennsylvania,2020-12-29,1,3,3,5,1,5,3,NA,3
Rhode Island,2020-12-29,1,3,3,7,1,4,2,NA,3
South Carolina,2020-12-29,1,3,NA,1,1,1,2,NA,3
South Dakota,2020-12-29,0,1,0,1,1,0,0,NA,0
Tennessee,2020-12-29,1,1,NA,5,1,0,1,NA,3
Texas,2020-12-29,1,3,3,5,1,1,2,NA,3
Utah,2020-12-29,1,3,0,1,1,1,1,NA,3
Vermont,2020-12-29,1,3,2,7,1,5,2,NA,3
Virginia,2020-12-29,3,3,2,5,1,0,2,NA,3
Washington,2020-12-29,1,3,3,7,1,2,3,NA,3
West Virginia,2020-12-29,1,3,2,3,1,1,2,NA,3
Wisconsin,2020-12-29,1,1,NA,1,1,0,1,NA,3
Wyoming,2020-12-29,0,3,0,5,1,1,2,NA,3
Alabama,2020-12-30,1,2,2,1,1,0,1,NA,3
Alaska,2020-12-30,1,1,NA,1,1,5,1,NA,2
Arizona,2020-12-30,1,3,3,2,1,1,2,NA,2
Arkansas,2020-12-30,0,2,0,1,1,1,2,NA,3
California,2020-12-30,4,3,3,7,1,0,2,NA,3
Colorado,2020-12-30,1,3,2,5,1,0,2,NA,3
Connecticut,2020-12-30,1,3,3,5,1,4,2,NA,3
Delaware,2020-12-30,1,3,3,5,1,1,2,NA,3
District of Columbia,2020-12-30,1,3,3,5,1,4,3,NA,3
Florida,2020-12-30,1,1,NA,1,1,1,1,NA,0
Georgia,2020-12-30,2,2,NA,2,1,0,1,NA,2
Hawaii,2020-12-30,1,3,2,5,1,5,2,NA,3
Idaho,2020-12-30,1,3,NA,5,1,1,2,NA,2
Illinois,2020-12-30,1,3,3,7,1,0,3,NA,3
Indiana,2020-12-30,1,3,NA,3,1,0,1,NA,3
Iowa,2020-12-30,0,1,NA,1,1,0,1,NA,3
Kansas,2020-12-30,1,1,NA,1,1,4,1,NA,3
Kentucky,2020-12-30,1,3,3,1,1,1,2,NA,3
Louisiana,2020-12-30,1,3,2,2,1,0,2,NA,3
Maine,2020-12-30,1,3,2,2,1,5,2,NA,3
Maryland,2020-12-30,1,3,2,1,1,5,2,NA,3
Massachusetts,2020-12-30,2,3,3,5,1,5,2,NA,3
Michigan,2020-12-30,1,3,3,5,1,0,3,NA,3
Minnesota,2020-12-30,1,3,3,5,1,0,3,NA,3
Mississippi,2020-12-30,1,3,NA,5,1,0,2,NA,3
Missouri,2020-12-30,1,1,NA,1,1,0,1,NA,0
Montana,2020-12-30,1,3,2,3,1,1,2,NA,3
Nebraska,2020-12-30,0,3,0,1,1,2,1,NA,2
Nevada,2020-12-30,1,3,3,5,1,0,2,NA,3
New Hampshire,2020-12-30,1,2,2,1,1,4,1,NA,3
New Jersey,2020-12-30,1,3,2,5,1,1,2,NA,3
New Mexico,2020-12-30,1,3,3,5,1,4,3,NA,3
New York,2020-12-30,2,3,2,5,1,4,2,NA,3
North Carolina,2020-12-30,3,3,3,5,1,0,2,NA,3
North Dakota,2020-12-30,0,3,NA,2,1,1,2,NA,3
Ohio,2020-12-30,3,3,NA,5,1,1,2,NA,3
Oklahoma,2020-12-30,1,3,NA,1,1,1,2,NA,0
Oregon,2020-12-30,1,3,3,5,1,0,3,NA,3
Pennsylvania,2020-12-30,1,3,3,5,1,5,3,NA,3
Rhode Island,2020-12-30,1,3,3,7,1,4,2,NA,3
South Carolina,2020-12-30,1,3,NA,1,1,1,2,NA,3
South Dakota,2020-12-30,0,1,0,1,1,0,0,NA,0
Tennessee,2020-12-30,1,1,NA,5,1,0,1,NA,3
Texas,2020-12-30,1,3,3,5,1,1,2,NA,3
Utah,2020-12-30,1,3,0,1,1,1,1,NA,3
Vermont,2020-12-30,1,3,2,7,1,5,2,NA,3
Virginia,2020-12-30,3,3,2,5,1,0,2,NA,3
Washington,2020-12-30,1,3,3,7,1,2,3,NA,3
West Virginia,2020-12-30,1,3,2,3,1,1,2,NA,3
Wisconsin,2020-12-30,1,1,NA,1,1,0,1,NA,3
Wyoming,2020-12-30,0,3,0,5,1,1,2,NA,3
Alabama,2020-12-31,1,2,2,1,1,0,1,NA,3
Alaska,2020-12-31,1,1,NA,1,1,5,1,NA,2
Arizona,2020-12-31,1,3,3,2,1,1,2,NA,2
Arkansas,2020-12-31,0,2,0,1,1,1,2,NA,3
California,2020-12-31,4,3,3,7,1,0,2,NA,3
Colorado,2020-12-31,1,3,2,5,1,0,2,NA,3
Connecticut,2020-12-31,1,3,3,5,1,4,2,NA,3
Delaware,2020-12-31,1,3,3,5,1,1,2,NA,3
District of Columbia,2020-12-31,1,3,3,5,1,4,3,NA,3
Florida,2020-12-31,1,1,NA,1,1,1,1,NA,0
Georgia,2020-12-31,2,2,NA,2,1,0,1,NA,2
Hawaii,2020-12-31,1,3,2,5,1,5,2,NA,3
Idaho,2020-12-31,1,3,NA,5,1,1,2,NA,2
Illinois,2020-12-31,1,3,3,7,1,0,3,NA,3
Indiana,2020-12-31,1,3,NA,3,1,0,1,NA,3
Iowa,2020-12-31,0,1,NA,1,1,0,1,NA,3
Kansas,2020-12-31,1,1,NA,1,1,4,1,NA,3
Kentucky,2020-12-31,1,3,3,1,1,1,2,NA,3
Louisiana,2020-12-31,1,3,2,2,1,0,2,NA,3
Maine,2020-12-31,1,3,2,2,1,5,2,NA,3
Maryland,2020-12-31,1,3,2,1,1,5,2,NA,3
Massachusetts,2020-12-31,2,3,3,5,1,5,2,NA,3
Michigan,2020-12-31,1,3,3,5,1,0,3,NA,3
Minnesota,2020-12-31,1,3,3,5,1,0,3,NA,3
Mississippi,2020-12-31,1,3,NA,5,1,0,2,NA,3
Missouri,2020-12-31,1,1,NA,1,1,0,1,NA,0
Montana,2020-12-31,1,3,2,3,1,1,2,NA,3
Nebraska,2020-12-31,0,3,0,1,1,2,1,NA,2
Nevada,2020-12-31,1,3,3,5,1,0,2,NA,3
New Hampshire,2020-12-31,1,2,2,1,1,4,1,NA,3
New Jersey,2020-12-31,1,3,2,5,1,1,2,NA,3
New Mexico,2020-12-31,1,3,3,5,1,4,3,NA,3
New York,2020-12-31,2,3,2,5,1,4,2,NA,3
North Carolina,2020-12-31,3,3,3,5,1,0,2,NA,3
North Dakota,2020-12-31,0,3,NA,2,1,1,2,NA,3
Ohio,2020-12-31,3,3,NA,5,1,1,2,NA,3
Oklahoma,2020-12-31,1,3,NA,1,1,1,2,NA,0
Oregon,2020-12-31,1,3,3,5,1,0,3,NA,3
Pennsylvania,2020-12-31,1,3,3,5,1,5,3,NA,3
Rhode Island,2020-12-31,1,3,3,7,1,4,2,NA,3
South Carolina,2020-12-31,1,3,NA,1,1,1,2,NA,3
South Dakota,2020-12-31,0,1,0,1,1,0,0,NA,0
Tennessee,2020-12-31,1,1,NA,5,1,0,1,NA,3
Texas,2020-12-31,1,3,3,5,1,1,2,NA,3
Utah,2020-12-31,1,3,0,1,1,1,1,NA,3
Vermont,2020-12-31,1,3,2,7,1,5,2,NA,3
Virginia,2020-12-31,3,3,2,5,1,0,2,NA,3
Washington,2020-12-31,1,3,3,7,1,2,3,NA,3
West Virginia,2020-12-31,1,3,2,3,1,1,2,NA,3
Wisconsin,2020-12-31,1,1,NA,1,1,0,1,NA,3
Wyoming,2020-12-31,0,3,0,5,1,1,2,NA,3
Alabama,2021-01-01,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-01,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-01,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-01,0,2,0,1,1,1,2,NA,3
California,2021-01-01,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-01,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-01,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-01,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-01,1,3,3,5,1,4,3,NA,3
Florida,2021-01-01,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-01,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-01,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-01,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-01,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-01,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-01,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-01,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-01,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-01,1,3,2,2,1,0,2,NA,3
Maine,2021-01-01,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-01,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-01,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-01,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-01,1,3,3,5,1,0,3,NA,3
Mississippi,2021-01-01,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-01,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-01,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-01,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-01,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-01,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-01,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-01,1,3,3,5,1,4,3,NA,3
New York,2021-01-01,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-01,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-01,0,3,NA,2,1,1,2,NA,3
Ohio,2021-01-01,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-01,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-01,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-01,1,3,3,5,1,5,3,NA,3
Rhode Island,2021-01-01,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-01,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-01,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-01,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-01,1,3,3,5,1,1,2,NA,3
Utah,2021-01-01,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-01,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-01,3,3,2,5,1,0,2,NA,3
Washington,2021-01-01,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-01,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-01,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-01,0,3,0,5,1,1,2,NA,3
Alabama,2021-01-02,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-02,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-02,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-02,0,2,0,1,1,1,2,NA,3
California,2021-01-02,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-02,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-02,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-02,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-02,1,3,3,5,1,4,3,NA,3
Florida,2021-01-02,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-02,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-02,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-02,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-02,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-02,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-02,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-02,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-02,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-02,1,3,2,2,1,0,2,NA,3
Maine,2021-01-02,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-02,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-02,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-02,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-02,1,3,3,5,1,0,3,NA,3
Mississippi,2021-01-02,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-02,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-02,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-02,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-02,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-02,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-02,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-02,1,3,3,5,1,4,3,NA,3
New York,2021-01-02,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-02,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-02,0,3,NA,2,1,1,2,NA,3
Ohio,2021-01-02,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-02,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-02,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-02,1,3,3,5,1,5,3,NA,3
Rhode Island,2021-01-02,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-02,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-02,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-02,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-02,1,3,3,5,1,1,2,NA,3
Utah,2021-01-02,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-02,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-02,3,3,2,5,1,0,2,NA,3
Washington,2021-01-02,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-02,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-02,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-02,0,3,0,5,1,1,2,NA,3
Alabama,2021-01-03,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-03,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-03,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-03,0,2,0,1,1,1,2,NA,3
California,2021-01-03,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-03,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-03,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-03,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-03,1,3,3,5,1,4,3,NA,3
Florida,2021-01-03,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-03,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-03,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-03,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-03,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-03,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-03,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-03,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-03,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-03,1,3,2,2,1,0,2,NA,3
Maine,2021-01-03,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-03,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-03,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-03,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-03,1,3,3,5,1,0,3,NA,3
Mississippi,2021-01-03,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-03,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-03,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-03,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-03,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-03,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-03,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-03,1,3,3,5,1,4,3,NA,3
New York,2021-01-03,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-03,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-03,0,3,NA,2,1,1,2,NA,3
Ohio,2021-01-03,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-03,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-03,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-03,1,3,3,5,1,5,3,NA,3
Rhode Island,2021-01-03,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-03,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-03,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-03,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-03,1,3,3,5,1,1,2,NA,3
Utah,2021-01-03,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-03,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-03,3,3,2,5,1,0,2,NA,3
Washington,2021-01-03,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-03,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-03,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-03,0,3,0,5,1,1,2,NA,3
Alabama,2021-01-04,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-04,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-04,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-04,0,2,0,1,1,1,2,NA,3
California,2021-01-04,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-04,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-04,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-04,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-04,1,3,3,5,1,4,3,NA,3
Florida,2021-01-04,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-04,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-04,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-04,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-04,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-04,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-04,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-04,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-04,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-04,1,3,2,2,1,0,2,NA,3
Maine,2021-01-04,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-04,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-04,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-04,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-04,1,3,3,5,1,0,3,NA,3
Mississippi,2021-01-04,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-04,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-04,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-04,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-04,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-04,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-04,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-04,1,3,3,5,1,4,3,NA,3
New York,2021-01-04,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-04,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-04,0,3,NA,2,1,1,2,NA,3
Ohio,2021-01-04,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-04,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-04,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-04,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-04,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-04,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-04,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-04,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-04,1,3,3,5,1,1,2,NA,3
Utah,2021-01-04,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-04,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-04,3,3,2,5,1,0,2,NA,3
Washington,2021-01-04,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-04,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-04,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-04,0,3,0,5,1,1,2,NA,3
Alabama,2021-01-05,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-05,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-05,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-05,0,2,0,1,1,1,2,NA,3
California,2021-01-05,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-05,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-05,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-05,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-05,1,3,3,5,1,4,3,NA,3
Florida,2021-01-05,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-05,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-05,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-05,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-05,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-05,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-05,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-05,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-05,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-05,1,3,2,2,1,0,2,NA,3
Maine,2021-01-05,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-05,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-05,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-05,1,3,3,5,1,0,3,NA,3
Minnesota,2021-01-05,1,3,3,5,1,0,3,NA,3
Mississippi,2021-01-05,1,3,NA,5,1,0,2,NA,3
Missouri,2021-01-05,1,1,NA,1,1,0,1,NA,0
Montana,2021-01-05,1,3,2,3,1,1,2,NA,3
Nebraska,2021-01-05,0,3,0,1,1,2,1,NA,2
Nevada,2021-01-05,1,3,3,5,1,0,2,NA,3
New Hampshire,2021-01-05,1,2,2,1,1,4,1,NA,3
New Jersey,2021-01-05,1,3,2,5,1,1,2,NA,3
New Mexico,2021-01-05,1,3,3,5,1,4,3,NA,3
New York,2021-01-05,2,3,2,5,1,4,2,NA,3
North Carolina,2021-01-05,3,3,3,5,1,0,2,NA,3
North Dakota,2021-01-05,0,3,NA,2,1,1,2,NA,3
Ohio,2021-01-05,3,3,NA,5,1,1,2,NA,3
Oklahoma,2021-01-05,1,3,NA,1,1,1,2,NA,0
Oregon,2021-01-05,1,3,3,5,1,0,3,NA,3
Pennsylvania,2021-01-05,1,3,3,1,1,5,2,NA,3
Rhode Island,2021-01-05,1,3,3,7,1,4,2,NA,3
South Carolina,2021-01-05,1,3,NA,1,1,1,2,NA,3
South Dakota,2021-01-05,0,1,0,1,1,0,0,NA,0
Tennessee,2021-01-05,1,1,NA,5,1,0,1,NA,3
Texas,2021-01-05,1,3,3,5,1,1,2,NA,3
Utah,2021-01-05,1,3,0,1,1,1,1,NA,3
Vermont,2021-01-05,1,3,2,7,1,5,2,NA,3
Virginia,2021-01-05,3,3,2,5,1,0,2,NA,3
Washington,2021-01-05,1,3,3,7,1,2,3,NA,3
West Virginia,2021-01-05,1,3,2,3,1,1,2,NA,3
Wisconsin,2021-01-05,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-01-05,0,3,0,5,1,1,2,NA,3
Alabama,2021-01-06,1,2,2,1,1,0,1,NA,3
Alaska,2021-01-06,1,1,NA,1,1,5,1,NA,2
Arizona,2021-01-06,1,3,3,2,1,1,2,NA,2
Arkansas,2021-01-06,0,2,0,1,1,1,2,NA,3
California,2021-01-06,4,3,3,7,1,0,2,NA,3
Colorado,2021-01-06,1,3,2,5,1,0,2,NA,3
Connecticut,2021-01-06,1,3,3,5,1,4,2,NA,3
Delaware,2021-01-06,1,3,3,5,1,1,2,NA,3
District of Columbia,2021-01-06,1,3,3,5,1,4,3,NA,3
Florida,2021-01-06,1,1,NA,1,1,1,1,NA,0
Georgia,2021-01-06,2,2,NA,2,1,0,1,NA,2
Hawaii,2021-01-06,1,3,2,5,1,5,2,NA,3
Idaho,2021-01-06,1,3,NA,5,1,1,2,NA,2
Illinois,2021-01-06,1,3,3,7,1,0,3,NA,3
Indiana,2021-01-06,1,3,NA,3,1,0,1,NA,3
Iowa,2021-01-06,0,1,NA,1,1,0,1,NA,3
Kansas,2021-01-06,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-01-06,1,3,3,1,1,1,2,NA,3
Louisiana,2021-01-06,1,3,2,2,1,0,2,NA,3
Maine,2021-01-06,1,3,2,2,1,5,2,NA,3
Maryland,2021-01-06,1,3,2,1,1,5,2,NA,3
Massachusetts,2021-01-06,2,3,3,5,1,5,2,NA,3
Michigan,2021-01-06,1,3,3,5,1,0,3,NA,3
