Location,Date,Stay_Home_Order,Status_of_Reopening,NonEss_Business_Closed,Gathering_Limit,Emergency_Declaration,Travel_Quarantine,Restaurants,School_Closed,Mask_Requirement
Vermont,2021-03-24,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-24,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-24,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-24,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-24,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-24,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-25,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-25,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-25,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-25,0,1,NA,1,1,1,1,NA,3
California,2021-03-25,1,3,NA,3,1,0,2,NA,3
Colorado,2021-03-25,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-25,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-25,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-25,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-25,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-25,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-25,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-25,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-25,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-25,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-25,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-25,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-25,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-25,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-25,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-25,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-25,2,3,NA,5,1,1,1,NA,3
Michigan,2021-03-25,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-25,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-25,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-25,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-25,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-25,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-25,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-25,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-25,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-25,1,3,NA,5,1,1,2,NA,3
New York,2021-03-25,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-25,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-25,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-25,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-25,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-25,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-25,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-25,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-03-25,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-25,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-25,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-25,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-25,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-25,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-25,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-25,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-25,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-25,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-25,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-26,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-26,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-26,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-26,0,1,NA,1,1,1,1,NA,3
California,2021-03-26,1,3,NA,3,1,0,2,NA,3
Colorado,2021-03-26,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-26,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-26,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-26,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-26,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-26,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-26,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-26,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-26,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-26,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-26,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-26,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-26,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-26,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-26,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-26,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-26,2,3,NA,5,1,1,1,NA,3
Michigan,2021-03-26,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-26,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-26,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-26,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-26,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-26,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-26,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-26,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-26,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-26,1,3,NA,5,1,1,2,NA,3
New York,2021-03-26,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-26,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-26,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-26,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-26,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-26,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-26,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-26,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-03-26,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-26,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-26,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-26,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-26,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-26,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-26,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-26,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-26,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-26,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-26,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-27,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-27,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-27,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-27,0,1,NA,1,1,1,1,NA,3
California,2021-03-27,1,3,NA,3,1,0,2,NA,3
Colorado,2021-03-27,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-27,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-27,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-27,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-27,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-27,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-27,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-27,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-27,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-27,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-27,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-27,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-27,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-27,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-27,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-27,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-27,2,3,NA,5,1,1,1,NA,3
Michigan,2021-03-27,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-27,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-27,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-27,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-27,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-27,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-27,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-27,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-27,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-27,1,3,NA,5,1,1,2,NA,3
New York,2021-03-27,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-27,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-27,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-27,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-27,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-27,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-27,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-27,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-03-27,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-27,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-27,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-27,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-27,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-27,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-27,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-27,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-27,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-27,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-27,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-28,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-28,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-28,1,1,NA,2,1,1,1,NA,1
Arkansas,2021-03-28,0,1,NA,1,1,1,1,NA,3
California,2021-03-28,1,3,NA,3,1,0,2,NA,3
Colorado,2021-03-28,1,3,NA,5,1,0,2,NA,3
Connecticut,2021-03-28,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-28,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-28,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-28,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-28,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-28,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-28,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-28,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-28,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-28,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-28,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-28,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-28,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-28,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-28,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-28,2,3,NA,5,1,1,1,NA,3
Michigan,2021-03-28,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-28,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-28,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-28,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-28,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-28,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-28,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-28,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-28,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-28,1,3,NA,5,1,1,2,NA,3
New York,2021-03-28,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-28,1,3,NA,3,1,0,2,NA,3
North Dakota,2021-03-28,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-28,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-28,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-28,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-28,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-28,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-03-28,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-28,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-28,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-28,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-28,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-28,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-28,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-28,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-28,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-28,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-28,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-29,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-29,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-29,1,1,NA,1,1,1,1,NA,1
Arkansas,2021-03-29,0,1,NA,1,1,1,1,NA,3
California,2021-03-29,1,3,NA,3,1,0,2,NA,3
Colorado,2021-03-29,1,3,NA,1,1,0,2,NA,3
Connecticut,2021-03-29,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-29,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-29,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-29,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-29,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-29,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-29,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-29,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-29,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-29,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-29,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-29,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-29,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-29,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-29,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-29,2,3,NA,5,1,1,1,NA,3
Michigan,2021-03-29,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-29,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-29,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-29,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-29,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-29,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-29,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-29,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-29,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-29,1,3,NA,5,1,1,2,NA,3
New York,2021-03-29,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-29,1,3,NA,2,1,0,2,NA,3
North Dakota,2021-03-29,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-29,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-29,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-29,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-29,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-29,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-03-29,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-29,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-29,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-29,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-29,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-29,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-29,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-29,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-29,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-29,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-29,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-30,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-30,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-30,1,1,NA,1,1,1,1,NA,1
Arkansas,2021-03-30,0,1,NA,1,1,1,1,NA,3
California,2021-03-30,1,3,NA,3,1,0,2,NA,3
Colorado,2021-03-30,1,3,NA,1,1,0,2,NA,3
Connecticut,2021-03-30,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-30,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-30,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-30,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-30,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-30,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-30,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-30,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-30,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-30,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-30,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-30,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-30,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-30,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-30,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-30,2,3,NA,5,1,1,1,NA,3
Michigan,2021-03-30,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-30,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-30,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-30,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-30,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-30,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-30,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-30,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-30,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-30,1,3,NA,5,1,1,2,NA,3
New York,2021-03-30,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-30,1,3,NA,2,1,0,2,NA,3
North Dakota,2021-03-30,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-30,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-30,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-30,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-30,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-30,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-03-30,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-30,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-30,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-30,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-30,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-30,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-30,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-30,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-30,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-30,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-30,0,1,NA,1,1,1,1,NA,1
Alabama,2021-03-31,1,1,NA,1,1,0,1,NA,3
Alaska,2021-03-31,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-03-31,1,1,NA,1,1,1,1,NA,1
Arkansas,2021-03-31,0,1,NA,1,1,1,1,NA,3
California,2021-03-31,1,3,NA,3,1,0,2,NA,3
Colorado,2021-03-31,1,3,NA,1,1,0,2,NA,3
Connecticut,2021-03-31,1,3,NA,5,1,1,2,NA,3
Delaware,2021-03-31,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-03-31,1,3,NA,5,1,4,2,NA,3
Florida,2021-03-31,1,1,NA,1,1,1,1,NA,1
Georgia,2021-03-31,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-03-31,1,3,NA,5,1,5,1,NA,3
Idaho,2021-03-31,1,3,NA,2,1,1,1,NA,1
Illinois,2021-03-31,1,3,NA,2,1,0,2,NA,3
Indiana,2021-03-31,1,3,NA,2,1,0,1,NA,3
Iowa,2021-03-31,0,1,NA,1,1,0,1,NA,1
Kansas,2021-03-31,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-03-31,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-03-31,1,3,NA,2,1,0,2,NA,3
Maine,2021-03-31,1,3,NA,2,1,5,2,NA,3
Maryland,2021-03-31,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-03-31,2,3,NA,5,1,1,1,NA,3
Michigan,2021-03-31,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-03-31,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-03-31,1,1,NA,1,1,0,1,NA,1
Missouri,2021-03-31,1,1,NA,1,1,0,1,NA,1
Montana,2021-03-31,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-03-31,0,1,NA,1,1,1,1,NA,1
Nevada,2021-03-31,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-03-31,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-03-31,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-03-31,1,3,NA,5,1,1,2,NA,3
New York,2021-03-31,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-03-31,1,3,NA,2,1,0,2,NA,3
North Dakota,2021-03-31,0,1,NA,1,1,1,1,NA,1
Ohio,2021-03-31,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-03-31,1,1,NA,1,1,1,1,NA,1
Oregon,2021-03-31,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-03-31,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-03-31,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-03-31,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-03-31,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-03-31,1,1,NA,1,1,0,1,NA,1
Texas,2021-03-31,1,1,NA,1,1,1,1,NA,1
Utah,2021-03-31,1,1,NA,1,1,1,1,NA,3
Vermont,2021-03-31,1,3,NA,7,1,5,2,NA,3
Virginia,2021-03-31,1,3,NA,5,1,0,2,NA,3
Washington,2021-03-31,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-03-31,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-03-31,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-03-31,0,1,NA,1,1,1,1,NA,1
Alabama,2021-04-01,1,1,NA,1,1,0,1,NA,3
Alaska,2021-04-01,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-04-01,1,1,NA,1,1,1,1,NA,1
Arkansas,2021-04-01,0,1,NA,1,1,1,1,NA,3
California,2021-04-01,1,3,NA,3,1,0,2,NA,3
Colorado,2021-04-01,1,3,NA,1,1,0,2,NA,3
Connecticut,2021-04-01,1,3,NA,5,1,1,2,NA,3
Delaware,2021-04-01,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-04-01,1,3,NA,5,1,4,2,NA,3
Florida,2021-04-01,1,1,NA,1,1,1,1,NA,1
Georgia,2021-04-01,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-04-01,1,3,NA,5,1,5,1,NA,3
Idaho,2021-04-01,1,3,NA,2,1,1,1,NA,1
Illinois,2021-04-01,1,3,NA,2,1,0,2,NA,3
Indiana,2021-04-01,1,3,NA,2,1,0,1,NA,3
Iowa,2021-04-01,0,1,NA,1,1,0,1,NA,1
Kansas,2021-04-01,1,1,NA,1,1,4,1,NA,3
Kentucky,2021-04-01,1,3,NA,1,1,1,2,NA,3
Louisiana,2021-04-01,1,3,NA,2,1,0,2,NA,3
Maine,2021-04-01,1,3,NA,2,1,5,2,NA,3
Maryland,2021-04-01,1,3,NA,1,1,1,1,NA,3
Massachusetts,2021-04-01,2,3,NA,5,1,1,1,NA,3
Michigan,2021-04-01,1,3,NA,5,1,0,2,NA,3
Minnesota,2021-04-01,1,3,NA,5,1,0,2,NA,3
Mississippi,2021-04-01,1,1,NA,1,1,0,1,NA,1
Missouri,2021-04-01,1,1,NA,1,1,0,1,NA,1
Montana,2021-04-01,1,1,NA,1,1,1,1,NA,1
Nebraska,2021-04-01,0,1,NA,1,1,1,1,NA,1
Nevada,2021-04-01,1,3,NA,2,1,0,2,NA,3
New Hampshire,2021-04-01,1,2,NA,1,1,4,1,NA,3
New Jersey,2021-04-01,1,3,NA,3,1,1,2,NA,3
New Mexico,2021-04-01,1,3,NA,5,1,1,2,NA,3
New York,2021-04-01,1,3,NA,5,1,4,2,NA,3
North Carolina,2021-04-01,1,3,NA,2,1,0,2,NA,3
North Dakota,2021-04-01,0,1,NA,1,1,1,1,NA,1
Ohio,2021-04-01,1,3,NA,5,1,1,2,NA,3
Oklahoma,2021-04-01,1,1,NA,1,1,1,1,NA,1
Oregon,2021-04-01,1,3,NA,5,1,0,2,NA,3
Pennsylvania,2021-04-01,1,3,NA,2,1,1,2,NA,3
Rhode Island,2021-04-01,1,3,NA,3,1,4,2,NA,3
South Carolina,2021-04-01,1,1,NA,1,1,1,1,NA,1
South Dakota,2021-04-01,0,1,NA,1,1,0,1,NA,1
Tennessee,2021-04-01,1,1,NA,1,1,0,1,NA,1
Texas,2021-04-01,1,1,NA,1,1,1,1,NA,1
Utah,2021-04-01,1,1,NA,1,1,1,1,NA,3
Vermont,2021-04-01,1,3,NA,7,1,5,2,NA,3
Virginia,2021-04-01,1,3,NA,5,1,0,2,NA,3
Washington,2021-04-01,1,3,NA,5,1,1,2,NA,3
West Virginia,2021-04-01,1,1,NA,2,1,1,1,NA,3
Wisconsin,2021-04-01,1,1,NA,1,1,0,1,NA,3
Wyoming,2021-04-01,0,1,NA,1,1,1,1,NA,1
Alabama,2021-04-02,1,1,NA,1,1,0,1,NA,3
Alaska,2021-04-02,1,1,NA,1,NA,1,1,NA,1
Arizona,2021-04-02,1,1,NA,1,1,1,1,NA,1
Arkansas,2021-04-02,0,1,NA,1,1,1,1,NA,3
California,2021-04-02,1,3,NA,3,1,0,2,NA,3
Colorado,2021-04-02,1,3,NA,1,1,0,2,NA,3
Connecticut,2021-04-02,1,3,NA,5,1,1,2,NA,3
Delaware,2021-04-02,1,1,NA,5,1,1,2,NA,3
District of Columbia,2021-04-02,1,3,NA,5,1,4,2,NA,3
Florida,2021-04-02,1,1,NA,1,1,1,1,NA,1
Georgia,2021-04-02,2,2,NA,2,1,0,1,NA,1
Hawaii,2021-04-02,1,3,NA,5,1,5,1,NA,3
Idaho,2021-04-02,1,3,NA,2,1,1,1,NA,1
Illinois,2021-04-02,1,3,NA,2,1,0,2,NA,3
Indiana,2021-04-02,1,3,NA,2,1,0,1,NA,3
